Id,ExecTime,l2Miss,tlbMiss
3,3662433,110,4
4,6454703,991,29
5,4551459,1126,19
6,3859892,4763,8
7,4925757,134,5
8,4328730,9876,31
9,6457541,754,11
0,4017595,497,9
1,4044595,651,16
2,3615081,473,19
3,3662297,111,5
4,6451243,977,29
5,4554594,1134,19
6,3860216,4768,8
7,4925189,114,5
8,4328865,9879,31
9,6457405,775,11
0,4025811,625,9
1,4049702,689,16
2,3617379,510,19
3,3662621,124,5
4,6453568,1003,29
5,4556838,1186,19
6,3859945,4780,8
7,4925622,144,5
8,4328973,9881,31
9,6460243,1153,11
0,4022027,566,9
1,4046486,642,16
2,3616217,486,19
3,3664973,121,5
4,6453676,998,29
5,4553135,1132,19
6,3859324,4765,8
7,4925594,137,5
8,4329162,9877,31
9,6457973,848,11
0,4018432,527,9
1,4040838,652,16
2,3615838,488,19
3,3662054,110,4
4,6451838,990,29
5,4552000,1136,19
6,3860325,4769,8
7,4924865,131,5
8,4329000,9874,31
9,6457595,756,11
0,4018135,508,9
1,4044243,650,16
2,3614487,455,19
3,3664676,104,5
4,6453838,990,29
5,4553540,1129,19
6,3859730,4783,8
7,4925298,118,5
8,4328784,9876,31
9,6457838,774,11
0,4016487,494,9
1,4046811,633,16
2,3615783,483,19
3,3662460,114,4
4,6450919,975,29
5,4551135,1111,19
6,3859865,4783,8
7,4925703,134,5
8,4328892,9876,31
9,6457946,841,11
0,4017540,504,9
1,4041433,641,16
2,3615297,479,19
3,3662325,108,5
4,6451324,975,29
5,4552270,1114,19
6,3860243,4784,8
7,4925541,135,5
8,4329054,9879,31
9,6458135,789,11
0,4016081,493,9
1,4048027,640,16
2,3613432,446,19
3,3662162,108,4
4,6452784,979,29
5,4552487,1115,19
6,3860784,4778,8
7,4925540,133,5
8,4328838,9873,31
9,6457973,751,11
0,4016270,493,9
1,4043946,618,16
2,3614514,470,19
3,3662054,106,4
4,6451405,978,29
5,4548918,1099,19
6,3860298,4785,8
7,4925324,113,5
8,4328622,9875,31
9,6457351,737,11
0,4024216,603,9
1,4050459,674,16
2,3617621,533,19
3,3662865,124,5
4,6453541,998,29
5,4554730,1170,19
6,3860676,4801,8
7,4925702,135,5
8,4329027,9880,31
9,6461567,1035,11
0,4023648,574,9
1,4041892,644,16
2,3613919,454,19
3,3662811,110,4
4,6453459,990,29
5,4551757,1126,19
6,3859622,4786,8
7,4925297,114,5
8,4329000,9876,31
9,6457919,782,11
0,4017675,508,9
1,4044811,621,16
2,3615541,483,19
3,3662513,113,4
4,6450648,973,29
5,4550756,1104,19
6,3859838,4786,8
7,4925540,114,5
8,4328702,9877,31
9,6457648,773,11
0,4016541,499,9
1,4048325,644,16
2,3614892,479,19
3,3662622,112,5
4,6450703,968,29
5,4550568,1111,19
6,3859838,4781,8
7,4925811,131,5
8,4328784,9873,31
9,6458432,827,11
0,4017406,511,9
1,4045162,638,16
2,3614216,458,19
3,3662298,112,4
4,6452243,976,29
5,4551135,1123,19
6,3860486,4757,8
7,4925865,134,5
8,4328973,9876,31
9,6458351,854,11
0,4017540,494,9
1,4045244,610,16
2,3614730,468,19
3,3662486,108,4
4,6452135,980,29
5,4548784,1098,19
6,3860243,4767,8
7,4924973,112,5
8,4328892,9875,31
9,6457892,814,11
0,4018189,505,9
1,4044513,631,16
2,3615297,477,19
3,3662379,109,4
4,6450865,964,29
5,4551784,1128,19
6,3860054,4764,8
7,4925568,134,5
8,4328811,9874,31
9,6459324,789,11
0,4014918,472,9
1,4046946,634,17
2,3613757,450,19
3,3662648,110,4
4,6452784,975,29
5,4549540,1114,19
6,3860108,4764,8
7,4925541,132,5
8,4328703,9874,31
9,6457730,752,11
0,4025811,601,9
1,4050351,649,16
2,3617297,529,19
3,3662730,126,4
4,6454460,1002,29
5,4554000,1146,19
6,3861135,4775,8
7,4925729,140,5
8,4329081,9877,31
9,6461595,1004,11
0,4024568,582,9
1,4044109,639,16
2,3616082,486,19
3,3662649,112,4
4,6451595,988,29
5,4549594,1097,19
6,3859702,4766,8
7,4924973,130,5
8,4329081,9878,31
9,6458540,822,11
0,4017811,514,9
1,4045081,626,16
2,3613649,452,19
3,3662270,109,4
4,6452946,973,29
5,4549757,1088,19
6,3860756,4763,8
7,4924865,127,5
8,4328946,9876,31
9,6458271,807,11
0,4018243,519,9
1,4039081,619,16
2,3615270,481,19
3,3662621,111,4
4,6450162,967,29
5,4546054,1071,19
6,3860648,4768,8
7,4925838,131,5
8,4328730,9879,31
9,6458298,813,11
0,4017702,506,9
1,4039730,627,16
2,3615379,481,19
3,3661973,109,4
4,6449757,959,29
5,4549000,1095,19
6,3859271,4758,8
7,4925513,129,5
8,4328622,9874,31
9,6457892,807,11
0,4016541,491,9
1,4046837,621,16
2,3613649,453,19
3,3662108,109,4
4,6451730,974,29
5,4551568,1101,19
6,3859406,4762,8
7,4925081,130,5
8,4329108,9876,31
9,6459838,782,11
0,4018702,500,9
1,4050270,616,16
2,3615756,479,19
3,3662298,112,5
4,6450973,966,29
5,4546892,1080,19
6,3859892,4770,8
7,4925513,116,5
8,4329081,9876,31
9,6459189,755,11
0,4017649,495,9
1,4045135,636,16
2,3615162,471,19
3,3662541,109,4
4,6448189,951,29
5,4550811,1100,19
6,3860595,4769,8
7,4925054,129,5
8,4329000,9875,31
9,6457351,763,11
0,4024541,609,9
1,4051081,661,16
2,3616568,500,19
3,3662621,126,4
4,6455136,998,29
5,4552702,1145,19
6,3860000,4792,8
7,4925136,143,5
8,4329244,9874,31
9,6462892,1061,11
0,4022405,562,9
1,4044432,610,16
2,3615865,477,19
3,3662297,107,4
4,6453568,978,29
5,4547270,1083,19
6,3859541,4767,8
7,4925622,133,5
8,4328487,9872,31
9,6460189,870,11
0,4016892,492,9
1,4047676,618,16
2,3615513,477,19
3,3664487,104,4
4,6449135,954,29
5,4546730,1088,19
6,3860811,4763,8
7,4925703,134,5
8,4329135,9870,31
9,6458351,852,11
0,4017351,496,9
1,4045298,611,16
2,3613784,452,19
3,3662081,107,4
4,6450810,957,29
5,4548324,1093,19
6,3860216,4766,8
7,4925027,112,5
8,4328946,9874,31
9,6458189,835,11
0,4017514,499,9
1,4044702,599,16
2,3615324,477,19
3,3662243,111,4
4,6451621,960,29
5,4548433,1075,19
6,3860784,4766,8
7,4925459,134,5
8,4328675,9873,31
9,6458487,851,11
0,4016540,486,9
1,4046136,614,16
2,3615891,472,19
3,3662433,109,5
4,6450892,958,29
5,4548270,1079,19
6,3859946,4746,8
7,4925081,112,5
8,4328649,9877,31
9,6457622,748,11
0,4019216,502,9
1,4040432,616,16
2,3613973,450,19
3,3662432,112,4
4,6451432,970,29
5,4548108,1087,19
6,3860405,4764,8
7,4925027,112,5
8,4328946,9879,31
9,6457946,827,11
0,4018000,496,9
1,4047135,609,16
2,3615460,471,19
3,3662298,109,5
4,6448163,955,29
5,4546405,1064,19
6,3859784,4758,8
7,4925054,111,5
8,4329324,9880,31
9,6458216,822,11
0,4026730,612,9
1,4045865,648,16
2,3617270,520,19
3,3662243,121,4
4,6450919,987,29
5,4553189,1141,19
6,3860459,4779,8
7,4925541,140,5
8,4329000,9881,31
9,6460406,1055,11
0,4022730,570,9
1,4041054,619,16
2,3614000,443,19
3,3662136,107,4
4,6452676,983,29
5,4549730,1096,19
6,3860541,4764,8
7,4925676,135,5
8,4329244,9875,31
9,6459189,754,11
0,4019379,506,9
1,4045189,598,16
2,3614676,470,19
3,3662270,108,4
4,6450568,958,29
5,4546730,1070,19
6,3860513,4771,8
7,4925378,114,5
8,4328567,9877,31
9,6458757,729,11
0,4018703,499,9
1,4043838,612,16
2,3615081,472,19
3,3664486,108,4
4,6449270,956,29
5,4546379,1078,19
6,3860217,4765,8
7,4925352,129,5
8,4329216,9874,31
9,6457487,755,11
0,4018297,511,9
1,4044486,622,17
2,3613946,449,19
3,3662081,110,4
4,6450243,955,29
5,4546487,1084,19
6,3860243,4766,8
7,4925189,130,5
8,4329000,9876,31
9,6457568,764,11
0,4016703,503,9
1,4044648,606,16
2,3615757,470,19
3,3662216,112,4
4,6449919,959,29
5,4545513,1068,19
6,3860216,4763,8
7,4925676,117,5
8,4328919,9871,31
9,6459514,740,11
0,4018162,505,9
1,4038973,612,16
2,3615027,468,19
3,3662378,110,4
4,6448811,939,29
5,4548000,1088,19
6,3860000,4760,8
7,4925135,113,5
8,4329000,9876,31
9,6459622,837,11
0,4018892,499,9
1,4045162,601,16
2,3613837,444,19
3,3662216,108,4
4,6449622,959,29
5,4547162,1078,19
6,3859568,4767,8
7,4925514,133,5
8,4328730,9874,31
9,6459432,785,11
0,4025027,590,9
1,4048297,636,16
2,3617243,519,19
3,3662487,120,4
4,6451730,985,29
5,4550271,1129,19
6,3860000,4772,8
7,4925811,145,5
8,4328946,9882,31
9,6462514,1041,11
0,4023432,571,9
1,4048324,620,16
2,3614973,474,19
3,3662730,113,4
4,6450892,969,29
5,4550027,1093,19
6,3859784,4762,8
7,4925595,120,5
8,4328783,9879,31
9,6459973,880,11
0,4018486,502,9
1,4046270,606,17
2,3663486,446,19
3,3662081,107,4
4,6449838,954,29
5,4547973,1086,19
6,3859460,4764,8
7,4925351,117,5
8,4328730,9873,31
9,6458271,831,11
0,4016486,487,9
1,4039783,579,16
2,3664514,471,19
3,3662324,108,4
4,6450135,967,29
5,4545946,1065,19
6,3860216,4766,8
7,4925514,131,5
8,4328486,9873,31
9,6460000,824,11
0,4018649,510,9
1,4038973,591,16
2,3614730,469,19
3,3662351,106,4
4,6448649,951,29
5,4547757,1092,19
6,3859838,4767,8
7,4925405,113,5
8,4328973,9879,31
9,6458379,858,11
0,4017892,497,9
1,4047000,594,16
2,3613216,443,19
3,3662244,104,5
4,6448811,954,29
5,4547486,1081,19
6,3860433,4761,8
7,4925783,130,5
8,4328622,9877,31
9,6457973,788,11
0,4017675,506,9
1,4041568,570,16
2,3615108,470,19
3,3662378,106,4
4,6448540,953,29
5,4545973,1076,19
6,3859865,4762,8
7,4925108,131,5
8,4328810,9875,31
9,6458324,853,11
0,4017081,497,9
1,4039297,590,16
2,3614405,464,19
3,3662378,109,5
4,6449838,957,29
5,4548675,1087,19
6,3859622,4765,8
7,4924892,113,5
8,4328838,9877,31
9,6458568,836,11
0,4024297,602,9
1,4049244,618,16
2,3617162,521,19
3,3662892,122,4
4,6453757,990,29
5,4551243,1138,19
6,3860513,4773,8
7,4925675,122,5
8,4329108,9881,31
9,6462568,1083,11
0,4024622,576,9
1,4044486,592,16
2,3615108,470,19
3,3662081,107,4
4,6451540,970,29
5,4547892,1088,19
6,3860162,4748,8
7,4925243,134,5
8,4329189,9878,31
9,6458864,839,11
0,4018162,502,9
1,4039054,587,16
2,3615865,472,19
3,3662162,107,4
4,6450919,952,29
5,4548162,1090,19
6,3860541,4760,8
7,4925486,118,5
8,4328729,9876,31
9,6457946,803,11
0,4017567,502,9
1,4040162,588,16
2,3664540,457,19
3,3662216,108,4
4,6450837,959,29
5,4546946,1088,19
6,3859838,4750,8
7,4925297,115,5
8,4328946,9875,31
9,6459541,778,11
0,4016730,492,9
1,4047162,587,16
2,3615243,468,19
3,3662135,109,5
4,6451487,964,29
5,4546513,1077,19
6,3860108,4762,8
7,4925730,134,5
8,4328973,9875,31
9,6458162,806,11
0,4017405,493,9
1,4044108,581,16
2,3614810,461,19
3,3664864,110,5
4,6452108,963,29
5,4548108,1081,19
6,3860135,4763,8
7,4924946,130,5
8,4329189,9874,31
9,6459730,824,11
0,4018676,507,9
1,4040324,586,16
2,3614270,455,19
3,3662811,109,4
4,6453730,971,29
5,4547595,1095,19
6,3859540,4746,8
7,4924973,131,5
8,4328784,9876,31
9,6458324,820,11
0,4019351,510,9
1,4043864,579,16
2,3615081,461,19
3,3662270,106,5
4,6451919,964,29
5,4547514,1082,19
6,3860622,4759,8
7,4925135,129,5
8,4329297,9874,31
9,6458216,802,11
0,4025027,600,9
1,4052811,622,16
2,3616757,521,19
3,3662487,114,5
4,6450918,983,29
5,4552622,1142,19
6,3860244,4779,8
7,4925702,134,5
8,4328838,9882,31
9,6461378,1015,11
0,4023379,585,9
1,4038297,585,16
2,3615135,475,19
3,3662325,119,5
4,6452513,978,29
5,4548162,1106,19
6,3860109,4771,8
7,4925216,118,5
8,4328973,9880,31
9,6458297,867,11
0,4019946,522,9
1,4045000,570,16
2,3615622,477,19
3,3664541,113,5
4,6451243,962,29
5,4547595,1084,19
6,3860297,4767,8
7,4925406,130,5
8,4328838,9873,31
9,6457919,803,11
0,4020324,517,9
1,4040649,576,17
2,3665811,478,19
3,3661892,102,4
4,6450540,959,29
5,4547298,1081,19
6,3859892,4750,8
7,4925513,115,5
8,4328730,9875,31
9,6457756,771,11
0,4018513,507,9
1,4046649,582,16
2,3615000,457,19
3,3662756,110,5
4,6450919,952,29
5,4548487,1094,19
6,3859919,4768,8
7,4925405,113,5
8,4328594,9875,31
9,6459459,822,11
0,4017622,502,9
1,4041379,565,16
2,3615351,479,19
3,3662324,110,4
4,6449919,953,29
5,4546756,1079,19
6,3861135,4762,8
7,4925243,127,5
8,4328595,9874,31
9,6460081,858,11
0,4020432,521,9
1,4041702,569,16
2,3615108,478,19
3,3662244,108,5
4,6450162,947,29
5,4547784,1085,19
6,3859622,4764,8
7,4925595,131,5
8,4328784,9872,31
9,6460351,838,11
0,4018270,508,9
1,4033081,577,16
2,3614216,457,19
3,3662406,107,5
4,6451487,949,29
5,4545541,1072,19
6,3860189,4763,8
7,4925351,114,5
8,4329081,9870,31
9,6460189,828,11
0,4025811,616,9
1,4038919,611,16
2,3617892,524,19
3,3662405,122,5
4,6455757,987,29
5,4550081,1133,19
6,3859757,4769,8
7,4925162,142,5
8,4328973,9877,31
9,6461405,972,11
0,4023648,583,9
1,4038270,582,16
2,3665946,489,19
3,3662405,113,4
4,6451729,973,29
5,4546892,1089,19
6,3860081,4768,8
7,4924973,117,5
8,4328676,9877,31
9,6458243,899,11
0,4018487,523,9
1,4046297,590,16
2,3614892,469,19
3,3662270,109,5
4,6450459,962,29
5,4548540,1079,19
6,3859946,4770,8
7,4925027,137,5
8,4328702,9876,31
9,6460000,791,11
0,4018540,504,9
1,4039405,569,16
2,3614324,467,19
3,3662405,106,4
4,6450189,952,29
5,4544622,1058,19
6,3859946,4782,8
7,4924919,115,5
8,4328676,9874,31
9,6458162,774,11
0,4018000,505,9
1,4035730,569,16
2,3614973,467,19
3,3662513,107,5
4,6449054,947,29
5,4547216,1070,19
6,3859595,4755,8
7,4925378,115,5
8,4328865,9875,31
9,6458432,755,11
0,4017621,511,9
1,4034487,568,16
2,3614325,463,19
3,3662324,109,4
4,6453108,966,29
5,4547784,1082,19
6,3859757,4764,8
7,4925352,112,5
8,4328973,9875,31
9,6458432,812,11
0,4016000,492,9
1,4043487,550,16
2,3614676,465,19
3,3662109,107,5
4,6450162,951,29
5,4545838,1070,19
6,3860189,4761,8
7,4924919,112,5
8,4329270,9877,31
9,6458162,791,11
0,4016865,502,9
1,4038784,553,16
2,3615000,473,19
3,3662243,107,4
4,6448675,960,29
5,4546189,1080,19
6,3859784,4766,8
7,4925027,110,5
8,4328648,9876,31
9,6458487,812,11
0,4025324,617,9
1,4049702,604,16
2,3666162,515,19
3,3663162,129,4
4,6451783,993,29
5,4551432,1138,19
6,3859676,4795,8
7,4925622,124,5
8,4329513,9883,31
9,6461541,1053,11
0,4024946,589,9
1,4045486,581,16
2,3615000,464,19
3,3662243,107,4
4,6450162,966,29
5,4545567,1081,19
6,3860298,4775,8
7,4925351,130,5
8,4328973,9877,31
9,6458189,860,11
0,4017622,484,9
1,4036919,556,16
2,3614486,461,19
3,3664784,108,4
4,6453081,960,29
5,4547703,1080,19
6,3859946,4777,8
7,4925622,117,5
8,4329297,9877,31
9,6457892,791,11
0,4018243,495,9
1,4036594,558,16
2,3664892,453,19
3,3662540,110,5
4,6451000,965,29
5,4547784,1085,19
6,3859703,4775,8
7,4925595,135,5
8,4328865,9878,31
9,6458540,827,11
0,4016567,474,9
1,4038919,546,16
2,3614946,465,19
3,3662567,109,4
4,6450379,960,29
5,4546676,1076,19
6,3859487,4777,8
7,4925135,114,5
8,4329189,9879,31
9,6457919,818,11
0,4017108,485,9
1,4043594,549,16
2,3614919,465,19
3,3662459,109,4
4,6451513,961,29
5,4546082,1084,19
6,3859216,4762,8
7,4925567,117,5
8,4328892,9878,31
9,6457648,788,11
0,4016837,476,9
1,4042433,558,16
2,3614297,453,19
3,3662351,109,4
4,6452189,965,29
5,4546729,1086,19
6,3859973,4759,8
7,4925487,116,5
8,4329027,9878,31
9,6457487,771,11
0,4016081,482,9
1,4040784,549,16
2,3614541,466,19
3,3662541,109,4
4,6450081,957,29
5,4545406,1074,19
6,3860135,4762,8
7,4925243,116,5
8,4328865,9873,31
9,6457648,789,11
0,4025324,593,9
1,4046270,594,16
2,3616595,521,19
3,3663027,126,4
4,6452460,980,29
5,4550595,1149,19
6,3859946,4773,8
7,4925432,121,5
8,4329433,9882,31
9,6460135,1056,11
0,4022648,557,9
1,4038406,552,16
2,3614783,475,19
3,3662730,117,4
4,6451675,978,29
5,4550568,1100,19
6,3860811,4780,8
7,4925162,129,5
8,4329351,9882,31
9,6458054,749,11
0,4016919,490,9
1,4041216,548,16
2,3664567,469,19
3,3662541,110,4
4,6451054,962,29
5,4547243,1083,19
6,3859216,4762,8
7,4925540,133,5
8,4328864,9878,31
9,6457892,803,11
0,4016837,476,9
1,4034864,551,16
2,3614757,465,19
3,3661892,101,5
4,6448243,950,29
5,4546189,1076,19
6,3859378,4761,8
7,4925675,129,5
8,4328946,9875,31
9,6457676,737,11
0,4014649,468,9
1,4039649,553,16
2,3614351,460,19
3,3662243,106,4
4,6449324,956,29
5,4547135,1078,19
6,3859757,4758,8
7,4925189,114,5
8,4329541,9877,31
9,6457757,760,11
0,4016271,482,9
1,4036865,551,16
2,3614378,464,19
3,3662217,105,4
4,6449865,956,29
5,4546513,1074,19
6,3860000,4754,8
7,4925297,114,5
8,4329027,9877,31
9,6458000,777,11
0,4017081,477,9
1,4037216,558,16
2,3614757,467,19
3,3661946,105,4
4,6450541,958,29
5,4546270,1077,19
6,3859405,4760,8
7,4925108,129,5
8,4328811,9876,31
9,6457946,760,11
0,4016865,486,9
1,4043595,561,16
2,3614216,455,19
3,3662270,106,4
4,6450568,954,29
5,4547270,1075,19
6,3859757,4757,8
7,4925486,114,5
8,4328783,9876,31
9,6457837,790,11
0,4024541,585,9
1,4042568,593,16
2,3617918,529,19
3,3662513,116,4
4,6453568,990,29
5,4549838,1128,19
6,3859568,4774,8
7,4926027,144,5
8,4329270,9878,31
9,6461325,991,11
0,4023865,554,9
1,4041297,567,16
2,3615297,480,19
3,3662540,109,4
4,6452189,957,29
5,4549595,1098,19
6,3859513,4764,8
7,4925135,118,5
8,4328865,9871,31
9,6458595,821,11
0,4016621,482,9
1,4041487,558,16
2,3614973,472,19
3,3662433,108,5
4,6450351,957,29
5,4547108,1086,19
6,3859702,4763,8
7,4925270,122,5
8,4328702,9872,31
9,6458108,802,11
0,4016514,479,9
1,4041432,548,16
2,3614838,476,19
3,3662324,108,4
4,6448351,945,29
5,4547703,1084,19
6,3860081,4764,8
7,4925487,121,5
8,4328892,9877,31
9,6457865,755,11
0,4016270,474,9
1,4046730,564,16
2,3615540,481,19
3,3662108,108,4
4,6449270,954,29
5,4546892,1068,19
6,3859648,4758,8
7,4925297,135,5
8,4328865,9877,31
9,6457595,755,11
0,4015432,471,9
1,4033540,555,16
2,3615270,471,19
3,3662460,109,4
4,6451324,954,29
5,4545973,1069,19
6,3859406,4759,8
7,4925027,131,5
8,4328892,9877,31
9,6457703,699,11
0,4016459,475,9
1,4042514,558,16
2,3615108,475,19
3,3662162,102,4
4,6451108,961,29
5,4546946,1061,19
6,3860432,4758,8
7,4924919,111,5
8,4328729,9875,31
9,6458919,719,11
0,4016541,488,9
1,4034594,553,16
2,3615270,474,19
3,3662298,111,5
4,6449351,955,29
5,4547000,1070,19
6,3859946,4758,8
7,4925486,130,5
8,4328541,9875,31
9,6457352,752,11
0,4024703,578,9
1,4047351,604,16
2,3617108,521,19
3,3662730,122,4
4,6453054,982,29
5,4550027,1132,19
6,3859648,4772,8
7,4925487,135,5
8,4329352,9879,31
9,6461595,1063,11
0,4023433,572,9
1,4038162,575,16
2,3615513,485,19
3,3662270,115,5
4,6450514,965,29
5,4549432,1102,19
6,3860324,4773,8
7,4925432,137,5
8,4329405,9884,31
9,6457594,767,11
0,4016541,473,9
1,4046162,556,16
2,3614865,477,19
3,3662244,111,5
4,6450946,956,29
5,4547216,1085,19
6,3860081,4753,8
7,4925406,129,5
8,4329054,9874,31
9,6459324,734,11
0,4017513,499,9
1,4042892,550,16
2,3614568,467,19
3,3662459,115,4
4,6449622,947,29
5,4546918,1076,19
6,3859919,4756,8
7,4925271,129,5
8,4328838,9875,31
9,6459919,760,11
0,4016838,488,9
1,4036891,543,16
2,3615081,473,19
3,3662081,112,5
4,6448973,946,29
5,4548135,1077,19
6,3859892,4757,8
7,4925189,129,5
8,4328865,9874,31
9,6457837,724,11
0,4017730,496,9
1,4041649,548,16
2,3614622,468,19
3,3662216,108,4
4,6449109,952,29
5,4546109,1079,19
6,3859162,4761,8
7,4925703,133,5
8,4328865,9875,31
9,6457648,766,11
0,4017352,484,9
1,4036379,561,16
2,3615243,463,19
3,3662540,109,4
4,6447595,948,29
5,4547730,1088,19
6,3859487,4757,8
7,4925216,129,5
8,4328729,9872,31
9,6457568,758,11
0,4017784,492,9
1,4036648,552,16
2,3615108,467,19
3,3662216,107,5
4,6449649,947,29
5,4546919,1082,19
6,3859190,4757,8
7,4925081,114,5
8,4328946,9872,31
9,6459432,768,11
0,4024459,583,9
1,4041919,586,16
2,3617324,522,19
3,3662567,122,5
4,6452325,990,29
5,4553216,1134,19
6,3860081,4768,8
7,4925676,124,5
8,4329027,9882,31
9,6462865,1098,11
0,4024460,577,9
1,4040433,569,16
2,3615324,465,19
3,3662298,111,5
4,6451054,958,29
5,4549595,1086,19
6,3859352,4760,8
7,4925378,130,5
8,4329216,9880,31
9,6457973,753,11
0,4017919,496,9
1,4034864,545,16
2,3614702,469,19
3,3661892,106,4
4,6451271,955,29
5,4545784,1065,19
6,3859432,4760,8
7,4925432,112,5
8,4328919,9878,31
9,6457892,770,11
0,4017487,488,9
1,4037162,552,16
2,3614540,470,19
3,3662135,108,4
4,6448973,958,29
5,4546135,1075,19
6,3860162,4762,8
7,4925487,131,5
8,4328784,9877,31
9,6457784,730,11
0,4015675,476,9
1,4034108,551,16
2,3614513,458,19
3,3662217,106,5
4,6452055,947,29
5,4547027,1078,19
6,3859729,4759,8
7,4925162,111,5
8,4328595,9877,31
9,6459973,803,11
0,4017243,490,9
1,4045486,548,16
2,3614595,462,19
3,3661973,110,5
4,6450297,958,29
5,4544973,1070,19
6,3859703,4759,8
7,4925432,131,5
8,4329190,9877,31
9,6457621,721,11
0,4017027,487,9
1,4040297,547,16
2,3664433,466,19
3,3662081,108,4
4,6450189,960,29
5,4545190,1071,19
6,3859838,4756,8
7,4925324,128,5
8,4328595,9876,31
9,6457757,740,11
0,4016487,484,9
1,4040919,557,16
2,3614918,457,19
3,3662460,111,4
4,6450811,957,29
5,4546729,1075,19
6,3859432,4760,8
7,4925378,132,5
8,4328838,9878,31
9,6457324,704,11
0,4024514,582,9
1,4048136,584,16
2,3617189,515,19
3,3664513,118,4
4,6453621,984,29
5,4550865,1125,19
6,3859838,4768,8
7,4925838,134,5
8,4329000,9879,31
9,6462433,1068,11
0,4022460,551,9
1,4043784,563,16
2,3616324,480,19
3,3662540,113,5
4,6452000,967,29
5,4548892,1095,19
6,3859865,4767,8
7,4925459,132,5
8,4328919,9873,31
9,6458135,819,11
0,4016865,483,9
1,4040405,549,16
2,3614919,470,19
3,3664649,109,4
4,6451000,958,29
5,4546108,1082,19
6,3859838,4744,8
